WallStreetBets Sentiment Summary
Report generated on: 2025-08-30 20:15:41

--- Data Collection Stats ---
Threads Analyzed: 27
Comments Analyzed: 3143
Images Analyzed (OCR): 19

--- TICKERS WITH UPCOMING EARNINGS (Sorted by Score) ---
ticker,Mentions,Sentiment,Score,Stock Price,Top Play,Top Play Mentions,Options Chatter,Option Price,Breakeven Price,Breakeven % Change,Next Earnings,Earnings Time
PG,1,0.7948,0.79,157.04,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
APP,1,0.7672,0.77,478.59,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
APLD,2,0.3814,0.76,15.98,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
RDDT,2,0.369,0.74,225.08,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
AM,3,0.2475,0.74,17.79,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
MAX,2,0.3576,0.72,10.57,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
WTF,1,0.7066,0.71,4.87,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
WOW,3,0.2264,0.68,5.09,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
NE,1,0.6597,0.66,28.82,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
BULL,5,0.1204,0.6,13.59,BULL $14C 10/3,1.0,2.0,1.13,15.13,11.33,N/A,N/A
MG,1,0.5782,0.58,9.56,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
CAR,3,0.1722,0.52,158.23,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TDOC,2,0.2463,0.49,7.73,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
BBW,1,0.4215,0.42,60.81,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
WEN,1,0.4215,0.42,10.61,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
AFRM,1,0.4144,0.41,88.46,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PSTG,1,0.4144,0.41,77.61,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
CELH,1,0.4144,0.41,62.88,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
MS,2,0.201,0.4,150.48,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
MDB,1,0.3612,0.36,315.61,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SNOW,1,0.3612,0.36,238.66,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
EXP,1,0.3291,0.33,230.9,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
UK,4,0.0778,0.31,1.0202,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PB,1,0.296,0.3,69.13,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
DC,2,0.1409,0.28,4.17,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ULTA,2,0.1109,0.22,492.73,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
HIT,1,0.1779,0.18,2.75,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
HAS,1,0.1779,0.18,81.17,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
FOUR,1,0.1531,0.15,90.43,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LULU,17,0.0081,0.14,202.2,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ALOT,1,0.128,0.13,11.42,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
IBM,1,0.0,0.0,243.49,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
HIMS,1,0.0,0.0,42.35,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
FLY,1,0.0,0.0,45.37,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
VC,1,0.0,0.0,123.96,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
RAYA,1,0.0,0.0,0.0465,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
NYC,2,0.0,0.0,10.96,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PEP,1,0.0,0.0,148.65,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ORCL,1,0.0,0.0,226.13,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
QCOM,1,0.0,0.0,160.73,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
UP,1,0.0,0.0,2.93,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TTAM,1,0.0,0.0,15.51,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TORO,1,0.0,0.0,2.75,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ICE,2,0.0,0.0,176.6,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PH,1,0.0,0.0,759.35,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
GAP,1,0.0,0.0,22.01,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
DLTH,1,0.0,0.0,2.27,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ASO,1,0.0,0.0,53.55,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
AP,1,0.0,0.0,2.72,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
BBBY,1,0.0,0.0,9.01,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ED,1,0.0,0.0,98.23,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SF,1,0.0,0.0,115.29,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
MB,1,0.0,0.0,10.12,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
AEO,3,-0.0078,-0.02,12.94,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
EGO,1,-0.1116,-0.11,24.78,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
DJT,2,-0.0642,-0.13,17.53,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
NOW,1,-0.1531,-0.15,917.46,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
UAL,1,-0.2732,-0.27,105.0,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SW,1,-0.2732,-0.27,47.36,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
DAL,1,-0.2732,-0.27,61.78,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TACO,3,-0.1026,-0.31,10.33,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LIVE,1,-0.3182,-0.32,19.8,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TWLO,1,-0.3182,-0.32,105.61,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SRE,1,-0.4329,-0.43,82.56,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TD,3,-0.1493,-0.45,75.14,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
GOOGL,2,-0.228,-0.46,212.91,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
COIN,1,-0.4753,-0.48,304.54,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ON,1,-0.4753,-0.48,49.59,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
BE,1,-0.4753,-0.48,52.94,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PAY,1,-0.5481,-0.55,38.93,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
IBKR,2,-0.2823,-0.56,62.24,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SHOT,1,-0.6408,-0.64,0.426,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
SJM,1,-0.6486,-0.65,110.51,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
DAY,2,-0.3365,-0.67,69.77,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TECH,1,-0.683,-0.68,54.63,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
AS,1,-0.7297,-0.73,39.32,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
GL,1,-0.737,-0.74,139.95,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
EU,1,-0.7481,-0.75,2.38,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
WH,2,-0.3892,-0.78,86.61,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ULCC,1,-0.8807,-0.88,4.9,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
BK,1,-0.8807,-0.88,105.6,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
TRUE,1,-0.9078,-0.91,2.2,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
PM,8,-0.1672,-1.34,167.13,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ALL,4,-0.3458,-1.38,203.45,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ACHR,4,-0.3823,-1.53,8.95,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
ANY,2,-0.7653,-1.53,0.6167,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
IT,3,-0.5838,-1.75,251.19,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
OP,40,-0.0448,-1.79,1.3,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
LINK,4,-0.6322,-2.53,9.22,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
FUBO,5,-0.5803,-2.9,3.53,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A
FLYY,21,-0.3786,-7.95,1.22,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A


'Breakeven % Change' is the stock price % change needed for the 'Top Play' option to become profitable at expiration.
'Sentiment' is now weighted by the upvotes of each mention.
